Data File Name,Ggoyal_High Sensitivity DNA Assay_DE24802700_2018-02-06_13-10-41.xad
Data File Path,C:\Users\jlchiniquy\Desktop\JGI_Computer_BackUp\JBEI,SynBio\MiSeq\20171211_Nextera_library_size_to_loading_concentration
Date Created,"Tuesday, February 06, 2018 9:10:42 PM"
Date Last Modified,"Tuesday, February 06, 2018 10:15:47 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
36.15,8.781598E-02
36.2,0.111157
36.25,0.1307708
36.3,0.1188795
36.35,6.391148E-02
36.4,4.349976E-02
36.45,-1.107305E-02
36.5,-2.651992E-02
36.55,-3.130561E-02
36.6,-1.669103E-02
36.65,-0.0129734
36.7,-0.114124
36.75,-0.1918365
36.8,-0.2083036
36.85,-0.218935
36.9,-9.974096E-02
36.95,-1.885136E-02
37,1.792908E-02
37.05,-0.02115
37.1,-7.302096E-02
37.15,-5.089093E-02
37.2,-7.806889E-02
37.25,-0.1207376
37.3,-0.1148578
37.35,-0.1497161
37.4,-0.137342
37.45,-0.10435
37.5,-4.946576E-02
37.55,-0.0505667
37.6,-7.132614E-02
37.65,-7.502919E-02
37.7,-7.161064E-02
37.75,-2.649602E-02
37.8,2.467416E-02
37.85,9.306099E-02
37.9,0.129752
37.95,0.1634731
38,0.1718605
38.05,0.1620209
38.1,0.1339633
38.15,0.0585136
38.2,2.363271E-02
38.25,0.0833819
38.3,0.1708819
38.35,0.1917222
38.4,0.1803695
38.45,0.1662609
38.5,0.2111994
38.55,0.2419568
38.6,0.3153249
38.65,0.3747219
38.7,0.3370504
38.75,0.2966647
38.8,0.3109919
38.85,0.3400797
38.9,0.3645652
38.95,0.3757055
39,0.4705811
39.05,0.4844394
39.1,0.5141504
39.15,0.5094929
39.2,0.4973845
39.25,0.3853353
39.3,0.2728059
39.35,0.2840375
39.4,0.2794266
39.45,0.3347429
39.5,0.4177493
39.55,0.4969243
39.6,0.4805827
39.65,0.4005988
39.7,0.3958436
39.75,0.4364934
39.8,0.4567112
39.85,0.4285002
39.9,0.4041769
39.95,0.4023238
40,0.3635655
40.05,0.3892701
40.1,0.5161462
40.15,0.601003
40.2,0.5322958
40.25,0.4647435
40.3,0.4634556
40.35,0.5037372
40.4,0.5689992
40.45,0.6716919
40.5,0.7357703
40.55,0.732648
40.6,0.7517168
40.65,0.7525979
40.7,0.6871472
40.75,0.5974118
40.8,0.5298812
40.85,0.5564623
40.9,0.614547
40.95,0.6681628
41,0.7105408
41.05,0.6654693
41.1,0.6823181
41.15,0.7045075
41.2,0.6904235
41.25,0.6868753
41.3,0.6683877
41.35,0.6667686
41.4,0.6163318
41.45,0.5713351
41.5,0.5791314
41.55,0.6022894
41.6,0.6594976
41.65,0.6971258
